PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS08
4-character ID, AC09
Station name, KayakIsl__AK2007
Begin Date, 2007-08-26
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, AC09.pbo.igs08.pos
Offset from source file, 74.95 mm North, -84.06 mm East, 5.05 mm Vertical
Reference position, 59.8684791497 North Latitude, -144.5238475695 East Longitude, 368.88533 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2011-07-08,61.45, -100.32, 6.42, 1.39, 1.04, 4.21, repro,
2011-07-09,60.52, -100.20, 11.65, 1.38, 1.03, 4.16, repro,
2011-07-10,60.27, -100.43, 7.83, 1.42, 1.07, 4.28, repro,
2011-07-11,58.17, -97.00, 5.47, 1.53, 1.15, 4.67, repro,
2011-07-12,60.70, -100.92, 8.74, 1.96, 1.43, 5.99, repro,
2011-07-13,59.23, -100.73, 10.58, 1.48, 1.11, 4.52, repro,
2011-07-14,57.05, -100.71, 14.02, 2.03, 1.52, 6.15, repro,
2011-07-15,59.95, -101.20, 16.07, 1.44, 1.09, 4.4, repro,
2011-07-16,60.67, -101.00, 12.63, 1.55, 1.17, 4.75, repro,
2011-07-17,58.58, -100.40, 10.41, 1.34, 1.02, 4.13, repro,
2011-07-18,59.71, -101.73, 14.42, 1.39, 1.05, 4.22, repro,
2011-07-19,59.43, -100.41, 12.26, 1.71, 1.28, 5.22, repro,
2011-07-20,59.10, -100.63, 16.16, 1.51, 1.14, 4.66, repro,
2011-07-21,58.46, -98.56, 11.63, 1.78, 1.29, 5.44, repro,
2011-07-22,57.62, -101.45, 17.55, 1.61, 1.2, 4.95, repro,
2011-07-23,57.13, -100.46, 16.84, 1.56, 1.18, 4.83, repro,
2011-07-24,57.70, -101.76, 18.58, 1.5, 1.12, 4.6, repro,
2011-07-25,57.99, -100.87, 15.51, 1.34, 1.01, 4.13, repro,
2011-07-26,57.93, -100.96, 13.73, 1.42, 1.05, 4.32, repro,
2011-07-27,57.55, -100.44, 15.79, 1.53, 1.13, 4.67, repro,
2011-07-28,57.38, -100.42, 10.64, 1.31, 0.98, 4.05, repro,
2011-07-29,56.62, -100.49, 6.89, 1.31, 0.99, 3.99, repro,
2011-07-30,56.67, -100.49, 13.73, 1.31, 0.96, 3.98, repro,
2011-07-31,58.86, -102.61, 10.92, 1.58, 1.15, 4.79, repro,
2011-08-01,59.97, -101.06, 13.77, 1.51, 1.09, 4.55, repro,
2011-08-02,57.41, -100.87, 16.04, 1.43, 1.05, 4.35, repro,
2011-08-03,58.37, -103.48, 18.54, 1.59, 1.17, 4.82, repro,
2011-08-04,56.55, -102.20, 17.47, 1.92, 1.39, 5.93, repro,
2011-08-05,56.83, -102.65, 16.86, 1.69, 1.25, 5.03, repro,
2011-08-06,56.76, -101.24, 13.30, 1.49, 1.1, 4.52, repro,
2011-08-07,57.48, -102.71, 15.87, 1.7, 1.26, 5.22, repro,
2011-08-08,59.48, -102.84, 13.17, 1.47, 1.09, 4.54, repro,
2011-08-09,56.50, -101.04, 11.65, 1.47, 1.13, 4.59, repro,
2011-08-10,56.05, -101.30, 13.96, 1.26, 0.96, 3.9, repro,
2011-08-11,56.36, -101.51, 12.11, 1.36, 1.03, 4.13, repro,
2011-08-12,57.02, -102.43, 14.63, 1.42, 1.06, 4.28, repro,
2011-08-13,55.21, -101.74, 17.54, 1.55, 1.14, 4.68, repro,
2011-08-14,55.04, -103.15, 17.10, 1.57, 1.16, 4.77, repro,
2011-08-15,56.18, -103.67, 18.66, 1.48, 1.07, 4.46, repro,
2011-08-16,54.77, -101.84, 18.71, 1.37, 1.01, 4.09, repro,
2011-08-17,55.95, -102.58, 12.33, 1.32, 0.96, 3.95, repro,
2011-08-18,56.20, -103.80, 17.17, 1.56, 1.13, 4.7, repro,
2011-08-19,55.15, -104.90, 17.15, 1.6, 1.15, 4.85, repro,
2011-08-20,54.50, -103.71, 22.59, 1.68, 1.21, 5.09, repro,
2011-08-21,54.25, -103.79, 22.35, 1.38, 1.02, 4.18, repro,
2011-08-22,54.20, -103.80, 21.89, 1.36, 1.04, 4.1, repro,
2011-08-23,55.29, -104.20, 17.80, 1.53, 1.11, 4.62, repro,
2011-08-24,56.54, -104.16, 15.21, 1.73, 1.22, 5.2, repro,
2011-08-25,55.02, -104.08, 16.42, 1.57, 1.14, 4.74, repro,
2011-08-26,54.74, -105.54, 18.69, 1.56, 1.15, 4.87, repro,
2011-08-27,52.12, -104.39, 14.90, 1.5, 1.08, 4.52, repro,
2011-08-28,51.78, -103.26, 10.61, 1.53, 1.13, 4.66, repro,
2011-08-29,49.77, -103.30, 15.69, 1.3, 0.93, 3.89, repro,
2011-08-30,49.32, -102.19, 13.67, 1.48, 1.07, 4.42, repro,
2011-08-31,49.51, -102.60, 16.19, 1.49, 1.07, 4.46, repro,
2011-09-01,49.50, -103.05, 19.87, 1.46, 1.07, 4.48, repro,
2011-09-02,51.98, -105.88, 15.14, 1.8, 1.31, 5.53, repro,
2011-09-03,49.72, -105.09, 18.82, 1.55, 1.12, 4.72, repro,
2011-09-04,48.71, -105.00, 22.74, 1.44, 1.04, 4.33, repro,
2011-09-05,48.60, -106.37, 22.58, 1.46, 1.04, 4.37, repro,
2011-09-06,47.98, -105.46, 20.84, 1.66, 1.18, 4.95, repro,
2011-09-07,48.68, -105.61, 21.38, 1.46, 1.07, 4.44, repro,
2011-09-08,49.62, -104.87, 16.97, 1.45, 1.06, 4.45, repro,
2011-09-09,48.38, -102.72, 14.69, 1.48, 1.08, 4.53, repro,
2011-09-10,49.47, -104.46, 15.60, 1.46, 1.07, 4.49, repro,
2011-09-11,49.05, -104.78, 16.90, 1.39, 1.02, 4.18, repro,
2011-09-12,47.78, -101.93, 19.74, 1.83, 1.33, 5.66, repro,
2011-09-13,48.52, -107.12, 13.57, 1.77, 1.33, 5.46, repro,
2011-09-14,50.24, -105.30, 14.66, 1.68, 1.24, 5.16, repro,
2011-09-15,49.41, -104.82, 19.42, 1.58, 1.15, 4.83, repro,
2011-09-16,48.05, -104.82, 19.24, 1.44, 1.04, 4.36, repro,
2011-09-17,49.85, -105.12, 21.37, 1.85, 1.31, 5.68, repro,
2011-09-18,47.77, -105.43, 21.95, 1.49, 1.1, 4.58, repro,
2011-09-19,49.34, -107.33, 22.06, 1.7, 1.33, 5.23, repro,
2011-09-20,48.54, -106.88, 25.20, 1.83, 1.33, 5.57, repro,
2011-09-21,48.06, -106.44, 24.20, 1.55, 1.13, 4.7, repro,
2011-09-22,47.33, -105.23, 25.94, 1.61, 1.18, 4.91, repro,
2011-09-23,47.69, -103.97, 23.75, 1.62, 1.15, 4.82, repro,
2011-09-24,48.47, -105.95, 20.07, 1.61, 1.18, 4.92, repro,
2011-09-25,48.04, -105.74, 21.03, 1.49, 1.14, 4.54, repro,
2011-09-26,48.68, -106.13, 22.53, 1.62, 1.24, 4.89, repro,
2011-09-27,47.98, -105.39, 25.07, 1.41, 1.05, 4.31, repro,
2011-09-28,49.37, -105.78, 18.75, 1.84, 1.39, 5.63, repro,
2011-09-29,48.53, -105.52, 14.89, 1.67, 1.25, 5.18, repro,
2011-09-30,47.78, -105.94, 21.66, 1.71, 1.27, 5.36, repro,
2011-10-01,50.04, -108.12, 17.03, 1.52, 1.14, 4.74, repro,
2011-10-02,50.77, -108.94, 17.43, 1.63, 1.21, 5.05, repro,
2011-10-03,48.62, -107.41, 17.70, 1.42, 1.08, 4.45, repro,
2011-10-04,49.41, -105.21, 20.35, 1.59, 1.17, 4.9, repro,
2011-10-05,47.88, -105.70, 21.44, 1.74, 1.3, 5.29, repro,
2011-10-06,50.06, -106.96, 21.04, 1.76, 1.32, 5.34, repro,
2011-10-07,48.87, -106.63, 18.34, 1.73, 1.3, 5.33, repro,
2011-10-08,48.67, -107.45, 18.24, 1.68, 1.28, 5.18, repro,
2011-10-09,48.78, -104.49, 19.94, 1.54, 1.18, 4.76, repro,
2011-10-10,48.71, -106.01, 19.15, 1.65, 1.24, 5.05, repro,
2011-10-11,47.99, -106.19, 17.69, 1.42, 1.08, 4.31, repro,
2011-10-12,47.92, -106.25, 15.01, 1.49, 1.13, 4.59, repro,
2011-10-13,50.11, -107.13, 8.97, 1.56, 1.18, 4.77, repro,
2011-10-14,49.02, -106.09, 11.82, 1.6, 1.2, 4.89, repro,
2011-10-15,50.20, -107.90, 18.65, 1.67, 1.26, 5.11, repro,
2011-10-16,50.17, -107.19, 14.71, 1.52, 1.17, 4.7, repro,
2011-10-17,48.95, -106.39, 13.18, 1.58, 1.22, 4.88, repro,
2011-10-18,47.89, -105.16, 13.56, 1.51, 1.17, 4.68, repro,
2011-10-19,49.03, -106.50, 17.10, 1.56, 1.22, 4.83, repro,
2011-10-20,50.12, -106.87, 14.80, 1.69, 1.3, 5.25, repro,
2011-10-21,49.95, -107.59, 20.57, 1.49, 1.17, 4.64, repro,
2011-10-22,49.60, -106.66, 19.83, 1.53, 1.21, 4.79, repro,
2011-10-23,48.73, -105.98, 19.37, 1.43, 1.11, 4.4, repro,
2011-10-24,49.06, -106.70, 15.29, 1.6, 1.22, 4.98, repro,
2011-10-25,49.09, -108.67, 15.93, 1.77, 1.37, 5.51, repro,
2011-10-26,50.01, -107.79, 21.52, 1.61, 1.25, 5.05, repro,
2011-10-27,49.61, -108.24, 16.98, 1.59, 1.22, 4.96, repro,
2011-10-28,49.67, -108.15, 18.98, 1.42, 1.09, 4.45, repro,
2011-10-29,49.39, -109.72, 22.66, 1.6, 1.21, 4.95, repro,
2011-10-30,49.89, -109.01, 22.54, 1.54, 1.17, 4.78, repro,
2011-10-31,50.01, -106.89, 20.76, 1.9, 1.4, 5.85, repro,
2011-11-01,49.12, -109.55, 17.62, 1.81, 1.31, 5.47, repro,
2011-11-02,48.20, -108.58, 16.18, 1.73, 1.29, 5.32, repro,
2011-11-03,49.80, -108.35, 10.68, 1.48, 1.12, 4.57, repro,
2011-11-04,51.09, -109.25, 20.82, 1.47, 1.11, 4.49, repro,
2011-11-05,49.29, -107.40, 21.07, 1.41, 1.07, 4.27, repro,
2011-11-06,48.52, -108.22, 21.68, 1.62, 1.21, 4.96, repro,
2011-11-07,48.32, -107.89, 18.82, 1.76, 1.32, 5.43, repro,
2011-11-08,50.91, -110.31, 15.67, 1.58, 1.2, 4.87, repro,
2011-11-09,50.71, -109.30, 10.06, 1.52, 1.14, 4.59, repro,
2011-11-10,49.84, -108.11, 19.49, 1.76, 1.33, 5.44, repro,
2011-11-11,49.58, -106.89, 19.94, 1.59, 1.19, 4.78, repro,
2011-11-12,50.16, -108.05, 29.33, 1.5, 1.13, 4.55, repro,
2011-11-13,47.00, -107.80, 31.12, 1.59, 1.19, 4.8, repro,
2011-11-14,49.02, -107.99, 21.75, 1.42, 1.06, 4.26, repro,
2011-11-15,49.95, -108.43, 17.78, 1.45, 1.15, 4.33, repro,
2011-11-16,48.64, -108.15, 12.74, 1.69, 1.27, 5.11, repro,
2011-11-17,50.51, -108.97, 14.35, 1.38, 1.06, 4.19, repro,
2011-11-18,49.70, -111.98, 21.09, 1.39, 1.09, 4.21, repro,
2011-11-19,50.44, -112.69, 23.44, 1.39, 1.07, 4.18, repro,
2011-11-20,52.22, -114.29, 31.33, 1.49, 1.1, 4.49, repro,
2011-11-21,49.68, -111.93, 33.12, 1.42, 1.1, 4.32, repro,
2011-11-22,50.21, -111.97, 33.21, 1.54, 1.17, 4.6, repro,
2011-11-23,50.80, -111.39, 29.03, 1.6, 1.18, 4.76, repro,
2011-11-24,49.67, -112.89, 29.31, 1.57, 1.18, 4.67, repro,
2011-11-25,52.93, -113.16, 20.59, 1.64, 1.2, 4.96, repro,
2011-11-26,51.13, -111.03, 15.07, 1.6, 1.19, 4.85, repro,
2011-11-27,51.53, -111.55, 21.49, 1.39, 1.04, 4.18, repro,
2011-11-28,52.64, -111.43, 22.05, 1.53, 1.13, 4.62, repro,
2011-11-29,51.40, -110.11, 15.66, 1.5, 1.13, 4.53, repro,
2011-11-30,51.88, -108.98, 12.79, 1.6, 1.22, 4.9, repro,
2011-12-01,49.66, -107.97, 13.63, 1.75, 1.27, 5.32, repro,
2011-12-02,51.60, -109.70, 15.31, 1.6, 1.19, 4.81, repro,
2011-12-03,51.83, -108.87, 12.09, 1.74, 1.26, 5.25, repro,
2011-12-04,51.01, -110.18, 13.27, 1.64, 1.2, 4.94, repro,
2011-12-05,50.13, -110.14, 19.67, 1.82, 1.33, 5.53, repro,
2011-12-06,50.45, -110.24, 10.40, 1.55, 1.13, 4.63, repro,
2011-12-07,51.33, -110.71, 9.43, 1.57, 1.18, 4.74, repro,
2011-12-08,52.39, -110.18, 12.61, 1.48, 1.09, 4.39, repro,
2011-12-09,49.95, -110.73, 9.59, 1.59, 1.17, 4.69, repro,
2011-12-10,50.31, -109.72, 11.03, 1.47, 1.1, 4.37, repro,
2011-12-11,53.79, -111.84, 15.76, 1.74, 1.29, 5.22, repro,
2011-12-12,51.42, -110.69, 20.56, 1.61, 1.18, 4.8, repro,
2011-12-13,50.49, -111.62, 17.38, 1.56, 1.14, 4.64, repro,
2011-12-14,53.45, -112.05, 17.24, 1.52, 1.09, 4.53, repro,
2011-12-15,52.28, -111.70, 14.22, 1.74, 1.25, 5.24, repro,
2011-12-16,53.10, -112.45, 14.96, 1.77, 1.28, 5.3, repro,
2011-12-17,52.46, -110.71, 15.59, 1.61, 1.18, 4.82, repro,
2011-12-18,54.57, -112.53, 21.76, 1.58, 1.14, 4.73, repro,
2011-12-19,53.57, -111.06, 22.73, 1.61, 1.17, 4.86, repro,
2011-12-20,52.07, -111.13, 17.27, 1.71, 1.23, 5.17, repro,
2011-12-21,53.23, -111.97, 14.89, 1.77, 1.27, 5.36, repro,
2011-12-22,52.81, -113.71, 13.60, 1.69, 1.24, 5.11, repro,
2011-12-23,51.64, -113.11, 15.35, 1.57, 1.15, 4.7, repro,
2011-12-24,52.86, -113.70, 12.57, 1.39, 1.01, 4.1, repro,
2011-12-25,53.61, -113.40, 16.69, 1.48, 1.07, 4.38, repro,
2011-12-26,53.54, -113.53, 20.64, 1.45, 1.03, 4.3, repro,
2011-12-27,53.57, -113.11, 20.03, 1.57, 1.15, 4.66, repro,
2011-12-28,53.32, -112.69, 18.72, 1.36, 0.99, 4.02, repro,
2011-12-29,52.49, -112.91, 19.41, 1.48, 1.06, 4.34, repro,
2011-12-30,52.84, -112.92, 17.59, 1.46, 1.06, 4.31, repro,
2011-12-31,53.63, -112.55, 13.07, 1.45, 1.07, 4.3, repro,
2012-01-01,54.09, -113.39, 12.13, 1.4, 1, 4.12, repro,
2012-01-02,53.19, -113.08, 18.43, 1.67, 1.2, 4.97, repro,
2012-01-03,53.64, -112.81, 14.61, 1.5, 1.06, 4.5, repro,
2012-01-04,52.63, -114.55, 15.64, 1.54, 1.09, 4.59, repro,
2012-01-05,53.10, -113.05, 11.35, 1.53, 1.11, 4.61, repro,
2012-01-06,55.15, -112.86, 14.73, 1.51, 1.07, 4.57, repro,
2012-01-07,55.83, -113.89, 18.31, 1.53, 1.08, 4.58, repro,
2012-01-08,52.98, -114.53, 13.28, 1.54, 1.1, 4.62, repro,
2012-01-09,53.79, -112.77, 11.94, 1.49, 1.06, 4.48, repro,
2012-01-10,55.28, -114.07, 8.37, 1.48, 1.05, 4.46, repro,
2012-01-11,55.15, -114.56, 2.95, 1.71, 1.2, 5.15, repro,
2012-01-12,54.40, -114.20, 7.77, 1.45, 1.02, 4.36, repro,
2012-01-13,55.09, -113.24, 8.13, 1.45, 1.03, 4.35, repro,
2012-01-14,55.22, -113.54, 2.28, 1.36, 0.97, 4.1, repro,
2012-01-15,54.51, -113.96, -2.60, 1.33, 0.95, 4, repro,
2012-01-16,53.99, -113.32, -1.05, 1.44, 0.99, 4.16, repro,
2012-01-17,54.42, -113.63, 1.82, 2.55, 2.27, 7, repro,
2012-01-18,55.29, -113.58, 7.62, 1.3, 0.92, 3.9, repro,
2012-01-19,56.12, -114.60, 9.98, 2.83, 2.46, 7.9, repro,
2012-01-20,54.10, -113.58, 15.29, 1.24, 0.89, 3.73, repro,
2012-01-21,54.39, -114.60, 20.65, 1.34, 0.96, 4, repro,
2012-01-22,53.33, -114.04, 20.18, 1.49, 1.07, 4.43, repro,
2012-01-23,55.29, -114.59, 21.36, 1.7, 1.21, 5.09, repro,
2012-01-24,53.63, -114.96, 20.07, 1.64, 1.17, 4.95, repro,
2012-01-25,53.93, -115.46, 20.26, 1.59, 1.16, 4.61, repro,
2012-01-26,53.69, -114.60, 15.31, 1.36, 0.98, 4.05, repro,
2012-01-27,53.58, -114.21, 9.99, 1.38, 1.01, 4.16, repro,
2012-01-28,54.85, -115.12, 8.23, 1.36, 0.97, 4.1, repro,
2012-01-29,53.19, -113.71, 14.66, 1.39, 0.99, 4.2, repro,
2012-01-30,54.39, -114.45, 13.63, 1.35, 0.97, 4.02, repro,
2012-01-31,54.19, -114.84, 14.42, 1.35, 0.98, 4.09, repro,
2012-02-01,56.16, -115.82, 19.42, 1.47, 1.07, 4.54, repro,
2012-02-02,55.67, -115.39, 19.29, 1.66, 1.23, 5.21, repro,
2012-02-03,55.15, -116.19, 14.00, 1.6, 1.17, 4.86, repro,
2012-02-04,55.53, -114.33, 3.34, 1.55, 1.12, 4.69, repro,
2012-02-05,56.65, -115.28, 3.95, 1.54, 1.12, 4.66, repro,
2012-02-06,55.88, -114.10, 4.21, 1.51, 1.08, 4.58, repro,
2012-02-07,55.64, -114.88, 1.43, 1.47, 1.07, 4.38, repro,
2012-02-08,55.54, -116.29, 10.81, 1.75, 1.21, 5.15, repro,
2012-02-09,55.64, -115.30, 7.76, 1.61, 1.12, 4.84, repro,
2012-02-10,54.07, -116.51, 9.04, 1.71, 1.17, 5.05, repro,
2012-02-11,62.26, -116.52, 11.25, 1.85, 1.29, 5.56, repro,
2012-02-12,61.59, -115.99, 18.79, 2.15, 1.54, 6.5, repro,
2012-02-13,57.47, -117.57, 10.51, 1.62, 1.12, 4.8, repro,
2012-02-14,55.62, -115.02, 8.00, 1.45, 1.03, 4.3, repro,
2012-02-15,57.43, -117.08, 8.76, 1.6, 1.17, 4.81, repro,
2012-02-16,58.98, -115.49, 8.20, 1.57, 1.09, 4.66, repro,
2012-02-17,57.69, -116.36, 4.50, 1.66, 1.17, 4.95, repro,
2012-02-18,56.55, -116.94, 6.26, 1.5, 1.05, 4.46, repro,
2012-02-19,58.66, -117.68, 12.37, 1.45, 1.02, 4.31, repro,
2012-02-20,60.17, -118.65, 15.81, 2.41, 1.93, 6.99, repro,
2012-02-21,56.17, -116.46, 14.26, 1.56, 1.14, 4.62, repro,
2012-02-22,55.09, -116.69, 8.46, 1.52, 1.09, 4.49, repro,
2012-02-23,56.30, -116.04, 6.96, 1.46, 1.07, 4.33, repro,
2012-02-24,56.68, -116.20, 2.45, 1.35, 1.03, 4.09, repro,
2012-02-25,56.77, -116.41, 1.93, 1.36, 1.01, 4.15, repro,
2012-02-26,57.25, -116.73, 0.61, 1.33, 0.98, 4.04, repro,
2012-02-27,56.73, -116.49, 11.34, 1.58, 1.17, 4.77, repro,
2012-02-28,57.33, -116.49, 10.21, 1.41, 1.08, 4.28, repro,
2012-02-29,58.33, -116.26, 9.04, 1.4, 1.02, 4.22, repro,
2012-03-01,55.73, -115.65, 9.72, 1.38, 1.01, 4.15, repro,
2012-03-02,56.25, -116.12, 14.09, 1.46, 1.08, 4.47, repro,
2012-03-03,57.70, -117.87, 10.34, 1.34, 1, 4.1, repro,
2012-03-04,56.18, -116.01, 6.08, 1.34, 1.01, 4.11, repro,
2012-03-05,56.61, -115.73, 5.84, 1.38, 1.03, 4.26, repro,
2012-03-06,57.24, -115.79, 13.83, 1.39, 1.02, 4.24, repro,
2012-03-07,57.42, -116.73, 10.92, 1.83, 1.35, 5.35, repro,
2012-03-08,56.65, -116.62, 9.44, 1.34, 1.02, 4.08, repro,
2012-03-09,56.85, -117.64, 18.89, 1.85, 1.43, 5.58, repro,
2012-03-10,56.76, -117.01, 14.82, 1.4, 1.05, 4.26, repro,
2012-03-11,60.03, -117.66, 13.45, 1.47, 1.09, 4.47, repro,
2012-03-12,57.73, -116.62, 10.81, 1.44, 1.1, 4.42, repro,
2012-03-13,56.57, -116.85, 13.84, 1.38, 1.02, 4.18, repro,
2012-03-14,57.11, -117.62, 16.38, 1.58, 1.16, 4.88, repro,
2012-03-15,56.71, -117.28, 13.75, 1.5, 1.15, 4.57, repro,
2012-03-16,56.43, -116.84, 15.55, 1.34, 1, 4.08, repro,
2012-03-17,58.38, -118.05, 10.99, 1.44, 1.08, 4.39, repro,
2012-03-18,56.73, -116.81, 9.30, 1.34, 1.01, 4.09, repro,
2012-03-19,57.87, -117.31, 10.56, 1.43, 1.05, 4.38, repro,
2012-03-20,56.47, -116.46, 8.84, 1.28, 0.95, 3.89, repro,
2012-03-21,56.77, -116.67, 6.28, 1.35, 1.01, 4.1, repro,
2012-03-22,57.37, -116.51, 3.59, 1.28, 0.95, 3.86, repro,
2012-03-23,57.44, -116.26, -1.49, 1.34, 1.02, 4.09, repro,
2012-03-24,57.81, -117.55, 4.01, 1.38, 1.02, 4.17, repro,
2012-03-25,59.37, -117.83, 5.09, 1.39, 1.08, 4.23, repro,
2012-03-26,60.03, -117.28, 8.81, 1.39, 1.06, 4.23, repro,
2012-03-27,59.58, -117.71, 9.38, 1.43, 1.09, 4.34, repro,
2012-03-28,58.68, -118.01, 11.03, 1.5, 1.14, 4.56, repro,
2012-03-29,57.65, -117.94, 13.66, 1.57, 1.2, 4.78, repro,
2012-03-30,57.83, -117.95, 13.47, 1.46, 1.14, 4.46, repro,
2012-03-31,59.10, -118.44, 9.33, 1.58, 1.21, 4.77, repro,
2012-04-01,58.37, -116.70, 4.89, 1.39, 1.07, 4.2, repro,
2012-04-02,58.85, -117.62, 5.52, 1.37, 1.07, 4.16, repro,
2012-04-03,58.16, -117.59, 5.24, 1.35, 1.04, 4.14, repro,
2012-04-04,58.35, -117.58, 4.50, 1.35, 1.04, 4.12, repro,
2012-04-05,59.41, -117.21, 3.85, 1.58, 1.21, 4.79, repro,
2012-04-06,58.60, -117.40, 1.67, 1.39, 1.06, 4.25, repro,
2012-04-07,58.70, -117.96, -0.53, 1.46, 1.12, 4.41, repro,
2012-04-08,58.35, -117.05, -4.42, 1.46, 1.12, 4.41, repro,
2012-04-09,58.11, -116.36, -3.64, 1.43, 1.1, 4.32, repro,
2012-04-10,57.36, -116.88, 0.27, 1.45, 1.11, 4.37, repro,
2012-04-11,57.88, -118.01, 3.34, 1.46, 1.1, 4.46, repro,
2012-04-12,58.20, -118.04, 2.51, 1.44, 1.09, 4.36, repro,
2012-04-13,58.23, -117.51, 1.71, 1.45, 1.08, 4.45, repro,
2012-04-14,59.22, -118.79, 3.73, 1.46, 1.1, 4.42, repro,
